gen mean_fit std_fit max_fit
2 3.548539 16.357708 59.930267
3 5.586487 16.934982 59.930267
4 9.116568 18.28492 59.930267
5 13.104402 20.15885 59.930267
6 16.054687 21.184314 59.930267
7 20.021156 21.643353 63.485238
8 24.866626 21.615198 63.485238
9 30.089874 20.970594 63.485238
10 35.382158 18.56479 63.485238
11 41.164543 16.079122 63.485238
12 42.079454 16.313715 69.713074
13 45.361819 14.992941 73.921106
14 47.168569 15.238547 73.921106
15 49.378202 14.031531 73.921106
