gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 7.305076 27.428116 92.596054 -82.7 39.543773 76.0
1 21.252284 32.966574 91.969562 -66.58 44.505546 70.0
2 27.190951 33.85901 91.490612 -60.66 43.918156 70.0
3 33.132703 33.070845 92.690612 -52.36 46.554381 82.0
4 39.876303 29.429525 91.490612 -46.62 39.144548 70.0
5 45.280685 31.032488 87.629516 -41.68 36.924485 28.0
6 54.424784 32.144185 92.796054 -28.54 42.327159 78.0
7 57.449324 30.312536 92.796054 -21.5 44.28397 78.0
8 64.188801 25.588587 93.202788 -12.6 41.674453 82.0
9 66.223553 25.908271 93.202788 -7.54 42.024617 82.0
10 75.149845 23.004292 93.202788 9.24 40.073712 82.0
11 80.947119 17.363343 93.409567 19.98 33.019382 84.0
12 84.577298 12.622039 93.409567 26.42 26.764596 84.0
13 86.89684 8.933051 93.202788 31.0 18.625789 82.0
14 86.329174 10.966504 91.989365 32.82 23.976814 70.0
15 86.049514 13.190705 93.202788 33.82 26.874665 82.0
16 86.095784 14.329838 93.202788 38.94 31.292753 82.0
17 85.608373 15.467006 93.409567 42.18 34.486049 84.0
18 90.173675 6.250999 93.409567 57.54 22.216849 84.0
19 91.480022 2.136564 93.409567 65.18 20.821326 84
20 91.987065 2.931873 93.409567 71.66 17.22569 84.0
