gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 8.565991 18.562967 47.965067 -88.642772 31.302019 -22.382572
1 21.047828 20.439749 54.638622 -67.906882 34.289446 -11.674397
2 25.199925 21.617881 54.638622 -60.642484 35.934703 -11.674397
3 28.91324 20.920247 54.638622 -54.131434 34.823357 -11.674397
4 32.956589 21.370035 57.228957 -47.630364 35.829564 -6.334906
5 34.788041 20.224524 59.536167 -44.401542 33.508413 -1.773418
6 38.807807 19.266068 63.407572 -37.669403 32.282453 4.459172
7 35.802269 23.650852 63.407572 -42.297543 39.471614 4.459172
8 42.558362 20.192453 64.40017 -30.75786 33.482332 6.5446
9 47.397075 16.836488 64.40017 -22.899795 27.682937 6.5446
10 53.470728 10.985455 64.40017 -12.593519 18.461334 6.5446
11 53.147778 12.901825 65.607694 -13.099525 22.14788 9.61301
12 52.643655 12.642821 66.168731 -13.94897 21.385187 11.014529
13 52.146517 15.94363 66.168731 -14.692744 27.280967 11.014529
14 52.333625 16.225702 66.168731 -14.635649 27.791687 11.014529
15 54.657455 13.613903 66.235491 -10.451334 23.353549 11.528968
16 56.38048 11.3508 66.235491 -7.36188 19.316089 11.528968
17 57.30414 13.855045 67.402876 -5.65832 23.546136 14.100966
18 54.28743 18.249407 67.402876 -10.757179 31.219368 14.100966
19 58.145052 11.052937 67.402876 -4.300207 19.263594 14.100966
20 59.933213 8.880761 67.402876 -1.121181 15.479304 14.100966
21 60.15316 7.040164 67.402876 -0.682127 12.928824 14.100966
22 60.041928 6.492132 67.402876 -0.801654 12.154747 14.100966
23 60.037608 6.229128 67.402876 -0.817949 11.719325 14.100966
24 56.280474 15.066947 67.402876 -6.963811 25.981592 14.100966
25 58.556594 9.297413 67.402876 -3.340975 16.597134 14.100966
26 58.847905 11.560305 67.402876 -2.731761 20.042908 14.100966
27 59.624392 7.031432 67.402876 -1.582024 13.434642 14.100966
28 58.732336 7.777387 67.402876 -3.121752 14.527212 14.100966
29 60.29575 5.59709 67.429849 -0.357406 10.78993 14.340254
30 58.526497 10.043429 67.429849 -3.49148 17.993075 14.340254
