gen mean_fit std_fit max_fit
2 19.050754 35.089221 92.394865
3 24.326384 37.00796 92.394865
4 29.105446 38.528982 92.394865
5 34.404611 40.380568 93.298596
6 37.703832 40.979453 93.298596
7 44.661564 40.667232 93.298596
8 47.843438 40.424439 93.298596
9 51.886448 40.028955 93.298596
10 54.056251 39.63401 93.298596
11 58.080041 38.632222 93.298596
12 62.883902 36.282844 93.298596
13 68.958787 33.128884 93.298596
14 78.000337 25.270289 93.298596
15 84.94364 15.531331 93.298596
16 88.13918 11.464212 93.494823
17 87.26128 15.590291 93.494823
18 88.317466 11.857727 93.494823
19 88.057463 14.402 93.494823
20 91.010661 1.321798 93.494823
