gen mean_fit std_fit max_fit
2 54.988954 39.847143 90.739256
3 77.49432 28.874421 90.853573
4 82.56221 23.562134 91.399256
5 89.586205 4.422463 91.683942
6 89.373396 6.304285 91.683942
7 89.741764 7.006825 91.759256
8 91.185223 0.41809 91.759256
9 90.836308 4.706367 91.759256
10 91.365574 0.561469 91.759256
11 91.248534 0.761767 91.762348
12 91.346628 0.646471 91.859599
13 91.15227 2.453123 91.859599
14 91.392636 0.629024 92.008142
15 91.066389 3.162091 92.423414
16 91.350099 0.88162 92.423414
17 91.139549 2.453753 93.292506
18 91.305547 1.120591 93.292506
19 91.149442 1.883861 93.292506
20 91.197682 1.251274 93.292506
