gen mean_fit std_fit max_fit
2 46.147432 40.664539 92.776036
3 72.185988 31.459102 93.931733
4 77.204307 31.978891 93.931733
5 76.553788 32.323994 93.931733
6 83.347596 23.844097 93.931733
7 80.721511 27.921672 94.063266
8 88.996181 15.212434 94.063266
9 89.379422 14.064473 94.063266
10 91.171639 11.583566 94.063266
11 92.269019 6.312858 94.063266
12 92.433872 6.151233 94.063266
13 92.08856 8.917231 94.063266
14 92.887649 6.622436 94.063266
15 93.664906 0.904059 94.116393
16 93.87688 0.235567 94.116393
17 93.845378 0.493385 94.116393
18 93.781012 0.770074 94.116393
19 93.770861 0.643181 94.116393
20 93.858481 0.399095 94.116393
