gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 10.928604 17.634934 60.054139 -82.020027 28.949898 0.052198
1 25.01879 20.443334 60.069405 -58.803429 33.642593 0.077642
2 43.569184 13.673757 60.069405 -28.615274 22.410985 0.077642
3 53.411449 4.856275 60.069405 -13.527143 9.129158 0.077642
4 54.743604 5.122161 60.069405 -10.860355 9.746991 0.077642
5 55.984014 5.024992 60.069405 -8.241864 9.668644 0.077642
6 56.178925 7.041847 60.069405 -7.45706 12.547471 0.077642
7 56.979142 5.984123 60.447602 -6.209597 11.033092 0.70797
8 57.17575 4.895915 60.447602 -5.79617 9.410847 0.70797
9 56.335867 5.334068 60.447602 -7.424401 10.041989 0.70797
10 56.638509 6.900507 60.447602 -6.655368 12.284998 0.70797
11 56.791428 5.096637 60.447602 -6.488583 9.700627 0.70797
12 56.939661 4.704988 60.447602 -6.29336 9.148509 0.70797
13 56.863071 4.410087 60.447602 -6.715648 9.042798 0.70797
14 55.848206 5.257104 60.447602 -8.610224 10.272597 0.70797
15 55.237425 7.53127 60.447602 -9.212049 13.151095 0.70797
16 55.854044 6.06096 60.447602 -8.217812 11.01024 0.70797
17 56.378134 5.244217 60.447602 -7.348191 9.844664 0.70797
18 55.374055 8.823329 60.447602 -8.767822 15.199726 0.70797
19 55.607995 6.305399 60.447602 -8.472629 11.183008 0.70797
20 54.918818 6.923204 60.447602 -9.462433 12.046304 0.70797
21 55.866421 6.336012 60.447602 -7.93221 11.309348 0.70797
22 55.808756 6.281904 60.447602 -7.997205 11.081323 0.70797
23 56.402117 6.201259 60.447602 -6.491035 10.69889 0.70797
24 57.810156 5.119458 60.447602 -4.116096 9.046203 0.70797
25 59.040942 3.947897 60.447602 -1.932805 7.058409 0.70797
26 58.93893 3.494058 60.447602 -2.391606 6.833557 0.70797
27 58.943354 3.335492 60.447602 -2.461928 6.880792 0.70797
28 56.146051 6.696556 60.447602 -6.999757 11.519462 0.70797
29 58.080855 5.702287 60.447602 -3.679643 9.857072 0.70797
30 58.261438 4.707346 60.447602 -3.261592 8.223401 0.70797
