gen mean_fit std_fit max_fit
2 32.303579 40.411163 93.738253
3 53.759602 40.301873 93.811733
4 71.501377 30.110253 93.811733
5 78.264906 29.776935 94.360945
6 79.830212 27.768982 94.360945
7 83.579136 25.598554 94.360945
8 76.814981 33.36951 94.360945
9 84.33142 26.187981 94.360945
10 80.873459 29.918824 94.360945
11 79.103829 32.500356 94.360945
12 87.130478 21.881827 94.360945
13 81.822896 32.295947 94.372404
14 86.856232 25.259937 94.378596
15 85.284203 28.308912 94.378596
16 83.986347 30.149649 94.378596
17 86.685653 26.268919 94.378596
18 88.022249 23.937145 94.378596
19 85.424716 28.326594 94.378596
20 86.112868 27.320851 94.378596
