gen mean_fit std_fit max_fit
2 11.933919 28.663552 88.428962
3 19.750837 33.524667 88.866794
4 28.038851 36.21464 88.866794
5 34.233847 37.014891 88.866794
6 41.225607 37.169931 88.876695
7 50.484614 35.835041 88.886695
8 60.88065 31.423524 88.886695
9 70.072543 22.827901 88.901885
10 77.236333 12.246723 88.901885
11 81.277302 9.111684 88.901885
12 83.038048 8.989399 88.951733
13 85.92511 5.107999 88.951733
14 87.554653 3.246763 88.956796
15 88.522385 0.867701 88.956796
16 88.804429 0.315926 88.956796
17 88.631548 1.582439 88.956796
18 88.88626 0.03152 88.956796
19 88.658607 1.533665 88.956796
20 88.871211 0.155974 88.956796
