gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 12.299039 22.192758 68.736675 -82.370043 37.363708 15.891525
1 31.105937 22.283161 68.736675 -50.923089 37.9487 15.891525
2 46.251847 22.544301 68.736675 -24.564366 38.441563 15.891525
3 61.363706 4.261936 68.736675 1.209061 8.084036 15.891525
4 62.352751 3.336915 68.736675 2.965944 6.735162 15.891525
5 61.411777 8.648979 68.736675 1.517976 15.457857 15.891525
6 61.37744 6.850997 68.736675 1.287497 12.301577 15.891525
7 59.979562 7.529059 68.736675 -1.228349 13.680544 15.891525
8 62.073452 4.280326 68.736675 2.497445 8.746237 15.891525
9 62.225254 4.158887 68.736675 2.762343 8.535933 15.891525
10 61.353017 8.834486 68.736675 1.477768 15.672937 15.891525
11 61.473294 9.109708 68.736675 1.894314 15.850036 15.891525
12 60.763025 8.39012 68.736675 0.467476 15.010502 15.891525
13 60.195066 8.257413 68.736675 -0.659169 15.054752 15.891525
14 63.36388 5.130859 68.736675 5.310997 9.705522 15.891525
15 61.38002 9.496433 68.736675 1.862466 16.674867 15.891525
16 62.400923 7.713398 68.736675 3.879933 14.195397 15.891525
17 61.419662 10.261635 68.736675 1.925953 18.051135 15.891525
18 61.873155 7.129491 68.736675 2.690333 13.268913 15.891525
19 62.789984 6.726174 68.736675 4.446029 12.279058 15.891525
20 63.13875 6.611082 68.736675 5.230354 12.188299 15.891525
21 61.525961 7.932842 68.736675 2.378066 14.4692 15.891525
22 62.358494 7.066389 68.736675 3.805648 13.000502 15.891525
23 62.871312 6.936319 68.736675 4.795804 12.672061 15.891525
24 62.957467 7.153567 68.736675 4.955533 13.099434 15.891525
25 62.693067 7.663759 68.736675 4.58832 13.926197 15.891525
26 60.673513 9.630775 68.736675 0.859696 17.238103 15.891525
27 62.247366 7.604517 68.736675 3.540761 13.804689 15.891525
28 62.499555 7.868233 68.736675 4.124856 14.169683 15.891525
29 62.241058 8.308541 68.736675 3.780719 14.959611 15.891525
30 60.352418 9.365705 68.736675 0.330899 16.777175 15.891525
