gen mean_fit std_fit max_fit
2 38.070043 33.465798 91.166695
3 63.089422 22.320989 91.826695
4 78.511927 13.468618 92.066695
5 88.645408 5.638261 92.066695
6 91.702502 0.679311 92.126695
7 91.919966 0.149325 92.126695
8 92.011498 0.096289 92.186695
9 92.070543 0.063329 92.186695
10 92.088132 0.093741 92.246695
11 92.13127 0.088625 92.486695
12 92.14825 0.122742 92.486695
13 92.198187 0.135408 92.486695
14 92.247353 0.143641 92.486695
15 92.322365 0.147136 92.486695
16 92.361218 0.166185 92.486695
17 92.372241 0.175937 92.486695
18 92.383743 0.239197 92.486695
19 92.39191 0.180299 92.486695
20 92.394695 0.221459 92.486695
