gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 -2.915764 10.062755 50.065106 -96.4 12.611106 -30.0
1 -0.421578 12.989453 50.065106 -93.3 16.312878 -30.0
2 3.485441 15.632493 41.971721 -88.4 19.632626 -40.0
3 4.032673 15.660701 41.929262 -87.7 19.639501 -40.0
4 8.179697 17.404636 42.013548 -82.5 21.834606 -40.0
5 12.081897 18.669532 42.097367 -77.6 23.457195 -40.0
6 18.242547 19.008154 58.013548 -69.9 23.895397 -20.0
7 24.05453 14.366093 58.013548 -62.6 18.034412 -20.0
8 29.689316 15.508437 58.013548 -55.5 19.4615 -20.0
9 38.37996 16.75287 58.013548 -44.6 20.99619 -20.0
10 42.36212 14.201866 58.013548 -39.6 17.771888 -20.0
11 47.393644 12.226773 58.013548 -33.3 15.300654 -20.0
12 48.835744 13.852076 58.013548 -31.5 17.342145 -20.0
13 55.777673 8.313199 58.013548 -22.8 10.4 -20.0
14 58.013548 0.0 58.013548 -20.0 0.0 -20.0
15 58.013548 0.0 58.013548 -20.0 0.0 -20.0
16 58.013548 0.0 58.013548 -20.0 0.0 -20.0
17 58.013548 0.0 58.013548 -20.0 0.0 -20.0
18 58.013548 0.0 58.013548 -20.0 0.0 -20.0
19 58.013548 0.0 58.013548 -20.0 0.0 -20.0
20 58.013548 0.0 58.013548 -20.0 0.0 -20.0
