gen mean_fit std_fit max_fit
2 8.86435 26.106475 87.663246
3 10.676857 27.089307 87.663246
4 12.344427 27.50142 87.663246
5 17.258812 29.0285 87.663246
6 22.838403 30.694719 87.663246
7 26.365947 30.875254 87.663246
8 31.366959 29.889531 87.663246
9 34.71347 28.640915 87.663246
10 40.472927 26.077162 87.663246
11 44.721188 22.865893 87.663246
12 49.671418 20.285647 88.166611
13 53.169471 18.860428 88.166611
14 56.758899 16.442335 88.166611
15 60.311008 14.84558 88.166611
16 62.326743 15.380907 88.166611
17 66.574367 10.756578 88.166611
18 66.937658 13.156039 88.166611
19 67.596806 14.385899 88.166611
20 67.187287 17.881204 88.986659
