gen mean_fit std_fit max_fit
2 3.397052 21.671219 87.139358
3 4.283955 22.019533 87.139358
4 6.22804 23.724581 87.165869
5 8.138055 25.134461 87.165869
6 10.165937 27.089411 87.165869
7 16.075305 30.997168 89.043229
8 21.737635 34.164989 89.043229
9 25.421394 35.061095 91.166267
10 32.17956 36.062868 91.166267
11 38.803722 36.211107 91.166267
12 44.635731 34.669569 91.166267
13 50.910399 33.223147 91.166267
14 55.802459 32.363292 91.166267
15 59.653816 31.134864 91.166267
16 65.066856 28.739076 91.166267
17 70.933547 25.307698 91.166267
18 73.391257 24.610561 91.166267
19 80.724464 14.510866 91.166267
20 82.073558 17.722638 91.166267
