gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 9.384718 18.984012 51.28651 -87.9442 31.987509 -15.934359
1 22.351779 20.037415 51.342212 -65.416789 33.006761 -15.934359
2 26.466715 21.032823 54.344468 -58.4112 34.879841 -12.341781
3 33.179849 19.588809 54.344468 -47.132891 32.377017 -12.341781
4 37.14246 18.733935 60.20948 -40.276344 31.091995 0.110821
5 36.062453 20.123484 60.20948 -42.021647 33.737518 0.110821
6 40.504484 20.346001 60.490869 -34.351601 33.912759 0.750229
7 45.597971 18.530212 60.795711 -25.479564 31.11354 1.044984
8 46.966428 18.017614 60.795711 -23.286104 30.699377 1.044984
9 46.359179 21.479909 60.795711 -23.942236 36.329556 1.044984
10 51.281703 13.103087 61.741072 -15.72094 22.219428 2.558186
11 49.688109 15.131665 61.741072 -18.597836 25.937543 2.558186
12 50.73477 13.587604 61.741072 -16.684505 22.994349 2.558186
13 50.016849 16.511161 61.741072 -17.86428 28.107067 2.558186
14 49.503455 18.066866 61.741072 -18.643836 30.606213 2.558186
15 50.344972 16.166703 61.741072 -17.273885 27.413197 2.558186
16 53.502102 11.898253 61.741072 -11.845561 20.327549 2.558186
17 49.294673 18.014893 61.741072 -19.133622 30.800626 2.558186
18 53.266259 16.018698 61.741072 -12.130771 27.462198 2.572581
19 56.055106 7.732333 61.741072 -7.660499 13.707048 2.572581
20 51.163953 17.231045 61.741072 -15.721098 29.360446 2.572581
21 52.479092 13.46088 61.799875 -13.964606 23.782392 2.824518
22 49.627502 17.923102 61.799875 -18.805591 31.143107 2.824518
23 51.405863 14.257265 62.019725 -15.635136 24.631298 3.146757
24 55.413231 8.397767 62.019725 -8.73377 14.816587 3.146757
25 53.765112 10.790787 62.840744 -11.702554 18.80372 4.619725
26 53.101712 13.85584 62.840744 -12.747077 24.110246 4.619725
27 52.365385 14.028457 62.840744 -14.022087 24.283273 4.619725
28 53.794245 13.66646 62.840744 -11.411193 23.64704 4.619725
29 51.872813 14.229905 62.840744 -14.794046 24.530032 4.619725
30 51.409833 14.601778 63.705245 -15.649207 25.239428 5.969122
