gen mean_fit std_fit max_fit
2 19.741424 30.864973 87.752892
3 27.776045 32.833613 91.228142
4 43.401178 32.441247 91.228142
5 61.855277 24.374969 91.576695
6 73.989207 15.416147 91.576695
7 78.474167 15.066738 91.576695
8 84.752913 7.873021 91.576695
9 86.961707 5.863074 91.576695
10 88.610519 3.521208 91.986794
11 89.374196 3.070766 91.986794
12 89.643336 3.639972 91.986794
13 89.302625 5.274551 91.986794
14 89.764657 3.919819 91.986794
15 90.101307 3.925101 91.986794
16 89.682219 5.209697 91.986794
17 90.195667 4.232035 91.991732
18 89.489254 5.989878 91.991732
19 90.66823 2.63835 91.991732
20 90.621463 3.602425 91.991732
