gen mean_fit std_fit max_fit
2 42.814203 42.825793 93.129203
3 68.56022 34.880123 93.491732
4 81.671202 25.433883 93.491732
5 88.739889 14.702767 93.491732
6 84.54901 24.547018 93.491732
7 84.186437 25.136687 93.491732
8 80.451617 28.992726 94.235214
9 85.810417 20.843698 94.235214
10 85.694744 21.886823 94.235214
11 84.101677 24.926314 94.235214
12 87.935934 19.404491 94.235214
13 87.465395 20.5852 94.235214
14 87.268296 20.664569 94.235214
15 89.809817 15.547092 94.235214
16 89.937034 16.978969 94.235214
17 90.3204 14.017493 94.235214
18 90.251843 14.282689 94.235214
19 91.293572 14.351981 94.235214
20 91.243309 13.768575 94.235214
