gen mean_fit std_fit max_fit
2 32.886033 33.987999 87.342547
3 53.102968 28.432406 87.582547
4 69.433623 18.72817 88.116168
5 79.596536 8.331713 88.592828
6 85.99991 3.725363 89.312892
7 87.674943 2.07809 89.312892
8 88.458304 0.526148 89.312892
9 88.384147 2.098614 89.312892
10 88.76953 0.674065 89.312892
11 88.773774 1.370219 89.432892
12 88.437002 2.716516 89.612892
13 89.044101 0.673747 89.612892
14 89.041367 1.348965 89.612892
15 89.012466 1.774354 89.612892
16 89.084602 0.719516 89.612892
17 89.117524 1.330087 89.612892
18 89.115705 0.878806 89.612892
19 88.942398 2.903224 89.612892
20 89.318907 0.554165 89.612892
