gen mean_fit std_fit max_fit
2 12.131578 27.19681 75.168118
3 14.67031 28.500811 75.168118
4 16.753517 29.121209 75.168118
5 18.05435 29.259335 75.168118
6 23.356087 30.415677 75.168118
7 29.516177 31.600613 87.342547
8 32.563866 30.992802 87.342547
9 38.380266 30.250838 87.342547
10 43.54475 28.624059 87.342547
11 51.214309 25.067213 87.342547
12 54.084862 23.897731 89.803266
13 57.687773 20.396088 89.803266
14 63.083533 15.063745 89.803266
15 65.195216 14.884987 89.803266
16 65.966055 16.071715 89.803266
17 69.098503 13.012763 89.803266
18 69.850509 13.965615 89.803266
19 66.284356 21.065398 89.803266
20 70.191681 14.822255 89.803266
