gen mean_fit std_fit max_fit
2 17.671614 34.37975 89.823229
3 25.788979 38.14116 90.71642
4 35.044119 39.575352 90.71642
5 46.029482 38.795028 90.71642
6 53.318098 37.272885 90.95642
7 61.522526 35.087667 90.95642
8 68.102437 33.5475 90.95642
9 74.158962 31.254506 90.95642
10 79.602284 25.329558 90.95642
11 77.589016 28.940712 90.95642
12 81.12108 23.175725 90.95642
13 81.474585 24.805179 90.95642
14 81.819916 25.109973 90.95642
15 81.333742 24.586937 91.133025
16 87.072617 15.101105 91.133025
17 84.115906 23.069758 91.133025
18 87.214535 16.532638 91.193025
19 86.459187 18.568795 91.193025
20 83.464883 24.617701 91.193025
