gen mean_fit std_fit max_fit
2 18.901277 29.16582 91.708559
3 34.464999 30.953609 91.708559
4 45.403522 32.357805 91.708559
5 58.132695 31.938417 91.708559
6 66.632938 32.413325 91.708559
7 71.074697 32.713897 91.708559
8 74.505848 27.659913 91.708559
9 74.123915 29.541957 91.722264
10 70.90655 30.840267 91.722264
11 75.136799 29.713985 91.722264
12 74.930981 30.583733 91.842264
13 75.362248 30.134768 91.842264
14 78.1952 27.926938 91.842264
15 74.470773 32.44107 91.9299
16 84.763748 21.194154 91.9299
17 89.951101 8.890666 91.9299
18 90.395762 6.045 91.933561
19 89.295515 7.824778 92.173561
20 89.474694 7.366957 92.173561
