gen mean_fit std_fit max_fit
2 9.554328 30.669218 89.448533
3 14.258093 34.60098 89.448533
4 17.306179 35.963556 89.448533
5 20.26429 37.058824 89.499556
6 21.408251 36.736975 89.499556
7 27.95921 38.670403 89.499556
8 31.644499 39.395673 89.499556
9 36.856912 39.763235 89.499556
10 40.950754 38.738111 89.499556
11 46.392173 37.424949 89.499556
12 53.514403 36.347194 89.499556
13 58.099263 34.686443 89.499556
14 63.215349 32.43358 89.499556
15 68.945107 28.809562 89.499556
16 74.899703 24.776094 89.544008
17 77.170519 23.086019 89.544008
18 81.647708 16.622737 89.544008
19 81.898564 19.813906 89.544008
20 83.679542 17.127155 89.544008
