gen mean_fit std_fit max_fit
2 16.85969 34.549512 92.782666
3 26.470854 39.58202 92.782666
4 35.620112 42.37707 93.821885
5 42.251353 43.355766 93.821885
6 50.138163 43.082935 93.821885
7 60.184147 40.6633 93.821885
8 70.805909 35.390328 93.821885
9 81.320341 25.568668 93.821885
10 85.247415 21.573033 93.821885
11 91.892655 1.363731 93.821885
12 92.236757 0.876525 93.821885
13 92.502399 0.517894 93.821885
14 90.484352 13.89543 93.821885
15 91.723275 8.763132 93.821885
16 92.705946 0.321695 93.821885
17 92.760516 0.356449 93.821885
18 92.794732 0.412061 93.821885
19 90.769165 13.058072 93.821885
20 92.282703 5.416784 93.821885
