gen mean_fit std_fit max_fit
2 41.349457 41.256851 93.863558
3 61.725343 38.244873 93.863558
4 75.047233 34.181489 93.863558
5 74.877159 34.826305 93.863558
6 80.962436 28.513034 93.863558
7 84.546861 20.703102 93.863558
8 90.849663 7.529076 93.863558
9 91.797707 6.364186 93.863558
10 92.236423 6.222907 93.863558
11 92.339901 6.00911 93.863558
12 91.019598 11.749139 93.863558
13 92.159416 5.969025 93.863558
14 92.156163 6.633102 93.863558
15 90.858756 9.1631 93.863558
16 91.909808 7.295787 93.923558
17 89.626865 16.402378 93.923558
18 87.553866 18.229106 93.923558
19 87.997109 21.472463 93.923558
20 85.808183 23.451579 93.923558
