gen mean_fit std_fit max_fit
2 27.470158 34.736681 89.34704
3 40.064242 33.59002 89.370571
4 48.57869 35.330314 90.408533
5 63.219969 31.340874 90.408533
6 74.648514 27.639718 90.408533
7 73.312747 30.44717 90.717582
8 73.106036 31.829417 90.717582
9 70.916319 33.429473 90.717582
10 76.720587 29.77996 90.717582
11 67.558069 36.322713 91.246039
12 76.353129 29.689766 91.246039
13 74.596164 31.227702 91.733548
14 76.030643 30.27031 91.733548
15 74.897094 30.327958 91.733548
16 77.659845 29.691447 91.733548
17 78.11033 29.967363 91.733548
18 76.942425 31.334983 91.733548
19 74.781478 32.256755 91.733548
20 77.6865 29.834297 91.733548
