gen mean_fit std_fit max_fit
2 33.059987 31.521069 84.632828
3 49.546212 24.239182 86.374
4 59.197096 19.870647 87.392892
5 62.487338 21.568573 87.392892
6 60.460696 27.71514 89.294024
7 69.820756 19.139151 89.294024
8 67.210155 24.381407 89.294024
9 68.135151 24.425288 89.294024
10 68.511591 26.08035 89.294024
11 67.660096 30.17268 89.432892
12 78.020334 22.330197 89.432892
13 76.653085 29.365176 89.432892
14 76.822284 28.597037 89.432892
15 78.691804 26.363619 89.432892
16 75.621488 26.734324 89.432892
17 75.141633 28.673529 89.492828
18 76.459711 29.030049 89.492828
19 75.640952 31.876196 89.672828
20 79.291137 24.922875 89.718708
