gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 -2.484469 10.53592 48.222348 -96.3 11.717935 -40.0
1 -2.718153 8.355317 39.203942 -96.6 9.297311 -50.0
2 2.321721 13.589896 39.2699 -91.0 15.132746 -50.0
3 7.827661 17.394543 94.918596 -84.0 24.939928 100
4 16.308344 20.853936 94.918596 -72.8 35.016568 100
5 23.634348 20.989112 94.918596 -65.5 31.253 100
6 28.631265 15.122587 66.2699 -61.7 16.855563 -20.0
7 33.380017 14.50327 75.2699 -56.4 16.156732 -10.0
8 36.096681 15.323699 57.2699 -53.3 17.032616 -30.0
9 42.739235 6.733564 66.2699 -45.9 7.495999 -20.0
10 44.653547 9.234387 94.785064 -42.9 16.750821 100
11 46.194794 9.135266 66.2699 -42.1 10.128672 -20.0
12 46.546794 8.540407 66.2699 -41.7 9.492629 -20.0
13 46.981267 6.535585 66.2699 -41.2 7.249828 -20.0
14 47.306492 5.18688 48.2699 -40.8 5.775812 -40.0
15 47.486829 3.040454 48.2699 -40.6 3.411744 -40.0
16 47.936643 0.89212 48.2699 -40.1 0.994987 -40.0
17 48.018586 0.0 48.018586 -40.0 0.0 -40.0
18 48.018586 0.0 48.018586 -40.0 0.0 -40.0
19 48.018586 0.0 48.018586 -40.0 0.0 -40.0
20 48.018586 0.0 48.018586 -40.0 0.0 -40.0
