gen mean_fit std_fit max_fit
2 23.633308 30.27086 87.75289
3 39.993228 28.911764 87.75289
4 58.410232 17.0245 87.75289
5 60.316069 21.869182 87.75289
6 65.094843 19.020267 87.966677
7 65.83912 19.510481 87.966677
8 69.539649 16.295317 87.966677
9 69.570042 20.195963 87.966677
10 73.255152 17.867214 89.061683
11 72.283613 22.963772 89.181683
12 69.460675 28.099773 89.181683
13 75.028094 23.719704 89.22188
14 73.740754 28.478405 91.283414
15 71.500263 29.989429 91.283414
16 74.583471 25.875353 91.283414
17 76.73443 24.697453 91.283414
18 72.332504 30.941543 91.283414
19 75.714862 25.17776 91.283414
20 77.858785 26.30412 91.283414
