gen mean_fit std_fit max_fit
2 56.495031 21.683743 83.607729
3 66.816928 21.761246 88.831733
4 72.497272 20.989131 88.831733
5 74.648801 22.032438 88.831733
6 75.411663 23.475472 88.831733
7 74.098373 25.732666 88.831733
8 78.486653 20.768362 88.831733
9 77.024742 23.319103 88.831733
10 78.571562 20.65953 89.251733
11 83.767232 13.511651 89.251733
12 87.441303 2.434209 89.251733
