gen mean_fit std_fit max_fit
2 13.168629 27.796758 89.402832
3 18.261142 28.417351 89.402832
4 25.01819 29.288815 89.402832
5 33.097471 32.059342 89.402832
6 42.38561 32.085043 91.459688
7 52.061764 31.085678 91.459688
8 64.008398 28.600662 91.459688
9 72.391232 24.01181 91.459688
10 75.310452 25.085467 91.459688
11 78.946268 23.990388 91.459688
12 75.211554 28.105722 91.459688
13 77.201534 26.026526 91.459688
14 79.184993 22.635713 91.459688
15 81.702982 20.187513 91.459688
16 77.979746 25.52641 91.459688
17 79.041315 24.572115 91.459688
18 81.526135 22.466494 91.459688
19 78.717013 25.438985 91.459688
20 79.907016 24.386611 91.459688
