gen mean_fit std_fit max_fit
2 17.314209 24.448469 76.873561
3 31.180389 27.783304 77.353561
4 50.608092 29.008935 80.713561
5 70.150062 16.499104 81.193561
6 74.479842 14.526714 81.433561
7 76.445825 10.062241 81.673561
8 77.156034 13.395873 81.913561
9 78.774764 10.600037 82.153561
10 76.877987 16.447581 82.153561
11 75.267213 19.204432 82.153561
12 78.36353 14.071562 82.393561
