gen mean_fit std_fit max_fit
2 27.553038 33.96681 88.362547
3 39.127946 33.351559 88.362547
4 54.94861 27.150023 89.066695
5 70.033763 18.459647 89.651062
6 77.654837 16.168797 89.818742
7 82.229925 14.669548 90.066939
8 82.127158 21.793544 90.066939
9 84.179301 19.283451 90.066939
10 86.865477 13.096318 90.306939
11 84.977082 18.635732 90.306939
12 89.691625 0.462827 90.426939
13 89.982743 0.273737 90.426939
14 90.120679 0.148701 90.426939
15 90.14724 0.203341 90.426939
16 90.22146 0.177755 90.426939
17 90.190369 0.443984 90.426939
18 90.280169 0.164711 90.426939
19 90.267292 0.457043 90.426939
20 90.366692 0.073892 90.426939
