gen mean_fit std_fit max_fit
2 34.974274 40.949446 92.394865
3 47.974785 41.887429 93.439465
4 60.595524 38.460988 93.439465
5 78.40922 26.496763 93.639644
6 87.066154 18.337897 93.914024
7 91.225841 4.982694 93.914024
8 92.345689 1.042386 93.914024
9 92.595916 0.819739 93.914024
10 92.180254 4.625346 93.914024
11 92.709588 1.248528 93.974024
12 92.819431 1.050251 93.974024
13 92.870494 1.139142 93.974024
14 92.514776 4.589267 93.974024
15 93.203962 0.74039 93.974024
16 93.124351 1.132721 93.974024
17 93.301885 0.761071 93.974024
18 93.25926 1.170231 94.034024
19 93.502644 0.71638 94.034024
20 92.974158 3.956907 94.034024
