gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 -3.627823 4.5232 21.90625 -98.1 5.038849 -70.0
1 0.094955 9.226558 39.036421 -94.1 10.401442 -50.0
2 4.64753 11.156679 39.036421 -89.1 12.577361 -50.0
3 5.897755 12.45809 75.427846 -87.7 13.917974 -10.0
4 11.068524 11.303572 21.912404 -82.0 12.569805 -70.0
5 14.629579 10.526935 21.90625 -78.1 11.721348 -70.0
6 18.106611 7.908876 21.90625 -74.2 8.738421 -70.0
7 19.816902 6.127013 21.918596 -72.3 6.760917 -70.0
8 18.939369 6.848056 21.912404 -73.3 7.622992 -70.0
9 19.21154 7.466556 21.912404 -73.0 8.306624 -70.0
10 19.939 6.00462 21.918596 -72.2 6.720119 -70.0
11 21.013495 4.096904 21.918596 -71.0 4.582576 -70.0
12 21.360619 3.342257 21.918596 -70.6 3.693237 -70.0
13 21.364995 3.2995 21.918596 -70.6 3.693237 -70.0
14 21.72129 1.848384 21.918596 -70.2 1.989975 -70.0
15 21.906805 0.002483 21.918596 -70.0 0.0 -70.0
16 21.906373 0.001228 21.918596 -70.0 0.0 -70.0
17 21.906682 0.002183 21.918596 -70.0 0.0 -70.0
18 21.90625 0.0 21.90625 -70.0 0.0 -70.0
19 21.90625 0.0 21.90625 -70.0 0.0 -70.0
20 21.90625 0.0 21.90625 -70.0 0.0 -70.0
