gen mean_fit std_fit max_fit
2 12.314722 27.561358 90.265189
3 18.65386 28.07045 90.265189
4 24.759848 27.543852 90.265189
5 32.586866 28.583057 91.671655
6 38.236029 28.189332 91.671655
7 44.275796 28.382823 91.671655
8 51.656368 28.179413 91.671655
9 58.776233 28.320381 92.151655
10 68.144965 24.669396 92.432828
11 72.601295 25.54851 92.432828
12 77.856858 22.465512 92.432828
13 75.677148 28.160462 92.432828
14 82.251116 21.82102 92.612828
15 79.984036 25.139908 92.612828
16 82.882656 21.252073 92.612828
17 82.081237 22.784995 92.612828
18 83.871724 20.498054 92.612828
19 80.896375 27.39459 92.612828
20 87.872501 16.684519 92.612828
