gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 -4.161467 5.271962 19.057201 -96.7 10.588201 -50.0
1 -2.994614 7.563927 24.222348 -94.4 15.186836 -40.0
2 -2.193091 8.640139 24.2699 -92.8 17.38275 -40.0
3 -2.021619 8.686925 19.179917 -92.5 17.51428 -50.0
4 2.896415 11.649246 19.203942 -82.5 23.425414 -50.0
5 2.528454 11.370493 19.203942 -83.3 22.937088 -50.0
6 12.302246 11.00244 29.2699 -63.6 22.159422 -30.0
7 19.15987 6.681745 74.785064 -49.4 16.72244 100
8 19.715522 8.675818 74.785064 -47.9 22.373869 100
9 20.182403 11.862818 74.785064 -46.2 30.944466 100
10 18.447531 2.718001 19.203942 -51.2 5.52811 -50.0
11 19.165873 6.421896 74.785064 -49.4 16.298466 100
12 18.659498 1.920046 19.203942 -50.8 3.919184 -50.0
13 18.846162 1.369365 19.179917 -50.4 2.8 -50.0
14 18.896596 2.323499 34.2699 -50.4 4.673329 -20.0
15 18.415055 3.308737 24.2699 -51.4 6.636264 -40.0
16 20.835143 8.363883 74.785064 -45.9 21.821778 100
17 21.253261 7.997658 74.785064 -45.1 21.236525 100
18 22.428442 7.916249 74.785064 -42.8 21.027601 100
19 26.015717 12.812616 74.785064 -34.1 34.58598 100
20 36.938576 21.421506 74.918596 -5.3 59.387793 100
