gen mean_fit std_fit max_fit
2 10.327481 27.761007 86.496168
3 12.484579 28.728163 86.496168
4 17.475341 31.093744 86.496168
5 20.31039 31.304696 86.496168
6 23.921249 32.294791 86.496168
7 27.660823 32.927176 86.496168
8 30.70394 32.989693 86.496168
9 34.334163 32.634372 86.496168
10 38.702733 32.421565 86.496168
11 43.85423 31.316682 86.496168
12 50.147675 28.128855 87.752892
13 56.592821 24.640472 87.752892
14 59.617801 21.710367 87.752892
15 63.984268 17.742601 87.752892
16 66.781926 14.985621 87.752892
17 65.528598 19.496876 87.752892
18 67.483327 17.219259 87.752892
19 70.007878 13.643494 87.752892
20 71.030181 15.16561 87.752892
