gen mean_fit std_fit max_fit
2 18.685187 28.239795 87.657882
3 35.898555 32.867436 88.626986
4 45.778733 34.16246 89.043229
5 54.723942 35.682165 89.043229
6 63.025539 35.014566 89.043229
7 61.892544 38.553074 89.043229
8 67.331052 35.568719 89.043229
9 65.857836 35.913232 89.043229
10 69.567416 34.622488 89.043229
11 71.924007 32.712435 89.361683
12 74.57 30.598764 89.361683
13 69.821729 34.959293 89.892799
14 66.903549 36.253755 89.892799
15 73.89507 30.890753 89.892799
16 76.458147 29.487546 89.892799
17 82.101193 20.545635 90.216113
18 87.239681 10.243072 90.216113
19 79.418464 27.739367 90.216113
20 82.724979 24.767883 90.216113
