gen mean_fit std_fit max_fit
2 9.294351 18.832855 52.159688
3 20.933447 21.450307 61.906268
4 30.467758 19.669246 61.906268
5 32.171801 22.59609 61.906268
6 38.018038 23.131963 61.909641
7 45.296117 23.298538 61.909641
8 51.711646 20.854042 61.909641
9 55.942161 16.582067 61.909641
10 55.241148 16.457695 61.909641
11 55.157325 15.185898 61.909641
12 54.188415 18.936847 61.909641
13 55.371842 16.741655 61.909641
14 54.263157 16.564629 61.909641
15 57.548785 12.928343 64.069641
16 55.104164 14.310585 64.069641
17 56.339052 14.798607 64.069641
18 54.803588 14.643519 64.069641
19 55.307164 13.757652 64.069641
20 54.754585 15.803958 64.069641
