gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 11.21268 29.65379 91.918596 -78.42 40.883537 74.0
1 14.963145 31.479864 91.990514 -73.76 43.424675 72.0
2 30.814155 35.470802 93.002788 -53.28 51.453684 80.0
3 50.327106 32.982381 91.931096 -26.7 52.982544 70.0
4 52.66548 36.805388 93.409567 -15.86 63.764727 84.0
5 58.211569 35.613289 92.250924 -7.68 62.543885 78.0
6 74.199559 24.937437 92.332142 22.68 54.513279 78.0
7 73.342857 29.065695 92.596054 25.44 58.886386 78.0
8 67.64345 32.88523 93.132142 13.32 62.439872 84.0
9 65.477875 29.154003 92.937405 7.58 59.944171 82.0
10 69.508849 24.288363 92.64704 14.68 56.441984 82.0
11 80.812266 21.123278 92.250924 43.04 48.485445 78.0
12 78.003907 23.383967 92.290612 38.22 53.053856 78.0
13 81.978873 20.059195 92.250924 47.32 46.668379 78.0
14 75.217811 26.145928 92.290612 32.92 56.815787 78.0
15 82.112659 20.693949 92.290612 48.74 46.619013 78.0
16 88.554783 13.309134 92.290612 64.0 28.23473 78.0
17 90.013561 8.43351 91.53704 66.52 19.923092 72.0
18 90.638004 6.190211 92.73194 67.92 15.527833 82.0
19 91.238747 2.514256 91.572379 69.12 8.959107 72.0
20 91.490612 0.0 91.490612 70.0 0.0 70
