gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 -2.624208 8.535242 43.185869 -95.34 12.371112 -30.0
1 -2.852091 8.502145 43.185869 -95.8 12.180312 -30.0
2 -1.718762 8.460545 29.013548 -94.2 12.180312 -50.0
3 -2.759261 6.729239 35.971721 -95.7 9.721625 -40.0
4 1.263074 10.777315 35.476438 -89.9 15.652156 -40.0
5 4.039817 13.97527 43.142067 -85.9 20.154156 -30.0
6 10.260901 15.06818 43.119467 -76.9 21.757527 -30.0
7 12.782665 15.184259 43.116678 -73.4 21.873271 -30.0
8 16.896685 17.000593 43.116678 -67.4 24.479379 -30.0
9 21.10844 17.148363 43.116678 -61.4 24.698988 -30.0
10 27.775718 15.560764 50.219256 -51.9 22.347036 -20.0
11 27.762018 14.364695 57.222348 -51.8 20.65817 -10.0
12 38.193977 15.756599 94.785064 -34.7 31.446939 100
13 47.230202 22.222342 94.785064 -15.7 50.581716 100
14 56.249439 26.383667 94.785064 5.6 62.790445 100
15 65.63707 27.706223 94.785064 28.0 67.126746 100
16 61.950838 29.210138 94.785064 20.5 68.736817 100
17 73.890382 28.97378 94.785064 49.9 67.771602 100
18 93.401591 9.696187 94.785064 96.9 21.711518 100
19 94.785064 0.0 94.785064 100.0 0.0 100
20 94.785064 0.0 94.785064 100.0 0.0 100
