gen mean_fit std_fit max_fit
2 23.095605 36.430808 93.364722
3 41.345604 41.075222 93.364722
4 58.122081 38.577869 93.364722
5 78.84677 24.510734 93.671732
6 88.254892 14.992919 93.671732
7 89.939491 12.050216 93.671732
8 92.001683 7.176085 93.727727
9 92.952817 0.360996 93.806695
10 93.04394 0.344618 93.806695
11 93.121171 0.363661 93.806695
12 93.184943 0.33909 93.806695
13 93.245298 0.340405 93.806695
14 93.32739 0.30268 93.806695
15 93.417136 0.225259 93.806695
16 93.44386 0.252922 93.806695
17 93.375389 0.396423 93.806695
18 93.420888 0.404 93.936796
19 93.571345 0.276079 93.936796
20 93.539339 0.42627 93.936796
