gen mean_fit std_fit max_fit
2 44.500203 31.305011 89.848142
3 60.051476 23.749261 89.848142
4 68.346811 21.696476 89.968142
5 75.241731 20.995122 90.028142
6 86.043403 7.875538 90.148142
7 89.711624 0.63028 90.212892
8 89.726391 0.761525 90.628142
9 89.680298 0.864443 90.628142
10 89.755267 0.742313 90.628142
11 89.852961 0.738419 90.743414
12 89.521759 2.384928 90.743414
13 89.633625 1.644249 90.808142
14 89.898855 1.106624 91.172892
15 89.92255 2.655106 91.708142
16 90.098763 2.715145 92.003414
17 90.635399 1.648662 92.178708
18 90.457801 2.615529 92.358708
19 90.588347 2.649723 92.358708
20 90.90109 1.93399 92.358708
