gen mean_fit std_fit max_fit
2 38.923216 31.529679 85.476168
3 55.846279 24.180642 87.032828
4 58.887927 26.072352 87.032828
5 62.910473 26.720614 87.032828
6 73.379944 18.444196 87.032828
7 79.015868 13.333768 87.032828
8 77.499324 16.805041 87.092828
9 81.361194 13.039256 87.272828
10 86.68709 0.708039 87.332828
11 86.73574 0.688005 87.392828
12 86.286091 3.799627 87.812828
13 86.591904 2.748471 87.812828
14 86.589313 2.671423 87.932828
15 86.689997 3.786333 87.932828
16 87.415682 0.51587 87.932828
17 87.21338 2.783047 87.932828
18 87.420616 2.752169 87.936168
19 87.591496 0.542119 87.996168
20 87.381129 2.772266 88.056168
