gen mean_fit std_fit max_fit
2 23.884341 38.674292 89.630411
3 38.266363 39.165519 89.630411
4 48.662963 37.631266 89.630411
5 59.970828 35.960009 89.630411
6 69.358976 34.390825 89.630411
7 67.71517 35.623758 89.630411
8 71.364392 32.657668 89.630411
9 73.737813 31.280944 89.630411
10 67.936108 34.506668 89.630411
11 74.026618 30.744205 89.630411
12 67.219182 36.01861 89.756064
13 67.244396 36.394692 89.756064
14 66.548313 36.052923 89.756064
15 66.717667 36.257891 89.756064
16 67.797466 36.226865 89.756064
17 70.454141 32.136914 89.756064
18 64.382861 38.639544 89.756064
19 67.019069 36.886393 90.187798
20 70.136874 34.627091 90.244928
