gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 7.181776 18.58508 68.736675 -90.915799 31.511247 15.891525
1 23.417323 22.297159 68.736675 -63.614756 37.577207 15.891525
2 36.403476 21.68084 68.736675 -41.631489 36.730937 15.891525
3 52.889116 9.368874 68.736675 -13.515667 15.981283 15.891525
4 60.043698 6.034312 68.736675 -1.234038 10.751218 15.891525
5 60.754137 7.483554 68.736675 0.182857 13.178402 15.891525
6 61.108618 7.580931 68.736675 0.802706 13.845969 15.891525
7 61.854656 5.495199 68.736675 2.295151 10.211926 15.891525
8 61.532294 5.31969 68.736675 1.515197 10.175808 15.891525
9 60.929326 5.96746 68.736675 0.304774 11.099601 15.891525
10 60.441674 10.640741 68.736675 -0.094114 18.290446 15.891525
11 57.966058 14.483336 68.736675 -4.170543 24.667142 15.891525
12 60.490071 10.717811 68.736675 -0.00979 18.608871 15.891525
13 59.393879 11.962458 68.736675 -2.154614 21.258556 15.891525
14 58.418459 13.086257 68.736675 -3.597911 22.807629 15.891525
15 60.508081 9.982633 68.736675 0.020646 17.358341 15.891525
16 58.563104 11.998514 68.736675 -3.475171 20.882359 15.891525
17 60.237032 9.549624 68.736675 -0.41062 17.032677 15.891525
18 60.882411 7.963814 68.736675 0.583543 14.387437 15.891525
19 58.996609 11.58885 68.736675 -2.776532 20.262179 15.891525
20 57.344189 13.09212 68.736675 -5.332693 22.411512 15.891525
21 60.238106 9.736878 68.736675 -0.240479 16.767264 15.891525
22 59.332204 8.873864 68.736675 -2.010168 15.572854 15.891525
23 60.502496 8.654126 68.736675 0.044305 15.091954 15.891525
24 60.423111 8.549376 68.736675 -0.138965 14.986296 15.891525
25 61.095734 7.011328 68.736675 1.009495 12.771688 15.891525
26 58.271925 12.141964 68.736675 -3.686166 20.77016 15.891525
27 58.399662 13.979306 68.736675 -3.635797 24.535332 15.891525
28 59.653969 9.129845 68.736675 -1.392119 15.862817 15.891525
29 60.558989 9.661733 68.736675 0.43421 16.499742 15.891525
30 58.933306 10.22762 68.736675 -2.803444 17.788801 15.891525
