gen mean_fit std_fit max_fit
2 33.170092 41.558799 92.394865
3 49.462688 42.468702 92.394865
4 70.636735 33.838008 92.394865
5 87.816852 11.364977 92.394865
6 87.780854 14.322537 93.991733
7 83.873857 23.34665 93.991733
8 78.682929 30.989771 93.991733
9 82.585852 25.800879 93.991733
10 87.248203 19.745528 93.991733
11 91.66662 10.302575 93.991733
12 93.398906 0.718655 93.991733
13 93.680741 0.529022 93.991733
14 93.900519 0.307201 93.991733
15 93.901686 0.340971 93.991733
16 93.885314 0.349275 93.991733
17 93.913038 0.294635 93.991733
18 93.934567 0.264221 93.991733
19 93.912132 0.311744 93.991733
20 93.8797 0.34969 93.991733
