gen mean_fit std_fit max_fit
2 42.483325 38.231305 90.532124
3 64.98787 29.992919 90.532124
4 81.545188 13.217661 90.532124
5 84.585199 12.332083 90.532124
6 86.860305 9.56133 90.587281
7 86.349411 10.190924 91.187281
8 85.379508 11.840804 91.487281
9 84.321882 11.970941 91.487281
10 83.84595 14.318355 91.693573
11 81.584911 20.061001 91.693573
12 86.870665 12.150309 91.693573
13 84.752266 16.493663 91.693573
14 82.835924 18.46499 91.693573
15 81.220896 20.231855 91.693573
16 80.167082 22.606513 91.693573
17 80.617407 23.606016 91.693573
18 81.198662 22.128681 92.212124
19 80.379252 21.744817 92.212124
20 78.2886 24.23272 92.212124
