gen mean_fit std_fit max_fit
2 30.015066 31.825709 92.818336
3 50.926328 26.092481 92.818336
4 61.571553 22.197668 92.818336
5 68.355455 18.642853 92.818336
6 71.977325 21.017698 92.818336
7 77.309061 17.467341 92.818336
8 78.953161 20.620716 92.818336
9 78.093499 25.696846 92.818336
10 78.355372 25.699611 92.818336
11 78.111549 24.167631 92.818336
12 78.249029 26.811393 92.818336
13 82.459728 18.112515 92.818336
14 79.944917 21.747572 92.818336
15 84.036863 17.079094 92.818336
16 78.490477 25.062193 92.818336
17 81.684253 19.969348 92.818336
18 83.714014 15.643031 92.818336
19 85.049038 13.669515 92.818336
20 88.689948 9.653303 92.818336
