gen mean_fit std_fit max_fit
2 17.163003 31.813753 89.192892
3 34.131701 36.793258 89.291732
4 49.31285 35.662803 89.296695
5 60.215963 31.479304 89.306695
6 74.598179 19.925895 89.552892
7 81.105024 14.141847 90.321683
8 86.146888 8.473094 90.321683
9 88.648466 5.517826 91.341683
10 89.062015 4.028856 91.341683
11 90.027459 0.690072 91.341683
12 89.389775 4.176485 91.341683
13 89.337252 4.98417 91.401683
14 89.432666 5.345482 91.461683
15 90.652443 1.221583 91.461683
16 90.122422 4.344007 91.461683
17 90.581261 3.567244 91.461683
18 90.484997 3.669588 91.521683
19 91.135231 1.092202 91.521683
20 91.347895 0.533362 91.521683
