gen mean_fit std_fit max_fit
2 0.912146 8.688369 43.352892
3 4.74507 12.394483 43.352892
4 14.338201 17.531706 43.352892
5 31.476608 16.488695 43.352892
6 41.59217 7.117261 43.892892
7 39.823696 10.608505 43.892892
8 37.750152 12.830332 43.892892
9 40.964822 8.740003 43.892892
10 41.059893 8.769006 43.892892
11 41.900775 7.597783 43.892892
12 41.742702 7.699113 43.892892
13 41.504168 8.113889 43.892892
14 42.510143 6.186403 43.892892
15 41.213795 8.518629 43.892892
16 42.25865 6.699284 43.892892
17 39.232084 11.035556 43.892892
18 39.722112 10.464691 43.892892
19 41.001181 8.901934 43.892892
20 40.983901 8.911816 43.892892
