gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 11.249032 24.089494 69.295248 -83.908593 41.444456 17.394627
1 35.245447 25.100222 69.295248 -43.302345 42.951901 17.394627
2 53.968769 13.294374 69.295248 -12.040189 23.595715 17.394627
3 51.703723 14.256197 69.295248 -15.790947 25.272275 17.394627
4 50.900481 17.157146 69.295248 -16.570121 29.578273 17.394627
5 55.28435 12.621849 69.295248 -8.961266 22.418613 17.394627
6 54.525332 17.195503 69.295248 -9.770644 29.524717 17.394627
7 53.422089 18.528928 69.295248 -11.073972 31.678502 17.394627
8 55.163748 16.477203 69.295248 -8.537691 28.675442 17.394627
9 57.952819 13.978205 69.295248 -3.347831 24.561488 17.394627
10 60.319936 12.517554 69.295248 0.797757 22.04931 17.394627
11 64.621428 7.207541 69.344486 8.227164 13.888868 17.517723
12 65.017868 8.619317 69.344486 9.335825 15.159109 17.517723
13 65.886013 7.295694 69.344486 10.972719 12.888698 17.517723
14 62.068631 15.811669 69.344486 4.606176 27.021024 17.517723
15 65.610609 10.782098 69.344486 10.724307 18.484936 17.517723
16 65.196909 9.572915 69.344486 9.943356 16.559299 17.517723
17 67.034309 6.9541 69.344486 13.154688 12.463286 17.517723
18 65.958562 10.673266 69.344486 11.428744 18.27949 17.517723
19 67.353096 8.139862 69.344486 13.737658 13.948587 17.517723
20 65.966185 8.515118 69.702598 11.385575 14.835885 18.114575
21 66.940003 6.114221 69.702598 12.925382 10.754467 18.114575
22 66.085785 8.009492 69.702598 11.451901 14.128224 18.114575
23 67.218731 7.722237 69.702598 13.496002 13.259141 18.114575
24 67.05771 4.271722 69.702598 12.980327 8.344786 18.114575
25 66.493213 9.768981 69.702598 12.265103 16.784197 18.114575
26 66.444918 8.218006 69.702598 12.007884 14.286915 18.114575
27 67.23429 3.99465 69.707667 13.357679 7.868745 18.127248
28 66.087496 6.488627 69.707667 11.296975 11.95212 18.127248
29 66.621367 5.384057 69.707667 12.210343 9.92309 18.127248
30 66.252316 6.089207 69.707667 11.592414 11.145631 18.127248
