gen mean_fit std_fit max_fit
2 55.565412 30.567343 89.428142
3 70.836506 22.918122 89.608354
4 79.313899 19.891201 89.651732
5 81.558706 22.848707 89.651732
6 74.942271 32.215936 89.651732
7 75.58885 32.23228 89.716695
8 77.760382 30.54841 89.716695
9 86.473482 16.763763 89.716695
10 89.568614 0.125514 89.716695
11 89.598845 0.133155 89.716695
12 89.622927 0.134796 89.721683
13 89.653077 0.115281 89.726695
14 89.651666 0.140436 89.906695
15 89.658223 0.145043 89.906695
16 89.646446 0.249041 89.906695
17 89.679207 0.272041 89.906695
18 89.751898 0.147901 89.906695
19 89.752119 0.223522 89.906695
20 89.770668 0.176534 89.906695
