gen mean_fit std_fit max_fit
2 39.444979 41.081914 90.379688
3 61.087968 35.277057 90.483246
4 76.17527 28.319307 90.483246
5 78.126913 27.113899 90.483246
6 79.885136 26.344271 90.783246
7 80.888928 22.340973 90.963246
8 77.648665 26.347001 91.094823
9 76.81177 28.010753 91.094823
10 87.43635 15.105998 91.094823
11 90.817507 2.220895 91.094823
12 90.783319 3.025555 91.094823
13 91.052375 0.202125 91.094823
14 90.86859 2.225115 91.094823
15 90.656754 3.132347 91.094823
16 90.708342 3.827777 91.094823
17 91.071811 0.058861 91.094823
18 90.799547 3.026753 91.094823
19 90.457732 4.86102 91.094823
20 91.058359 0.071204 91.094823
