gen mean_fit std_fit max_fit
2 63.68747 25.021377 93.092245
3 73.169636 20.203607 93.092245
4 74.491951 23.556782 93.092245
5 79.631255 22.083851 93.092245
6 86.679445 9.890917 93.092245
7 89.362645 9.524579 93.092245
8 91.258645 6.6082 93.092245
9 91.479445 6.07509 93.092245
10 90.169045 8.142679 93.092245
11 91.882645 4.849535 93.092245
12 92.098645 4.754244 93.092245
