gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 2.164939 15.54426 65.748096 -91.5 17.168285 -20.0
1 3.874354 15.385481 56.742332 -89.5 16.874537 -30.0
2 6.721341 17.687678 66.179917 -86.4 19.417518 -20.0
3 12.024115 16.616211 66.179917 -80.8 18.203296 -20.0
4 15.274391 20.327769 74.742332 -77.2 22.498 -10.0
5 17.874237 12.444859 56.742332 -74.7 13.524422 -30.0
6 22.164024 9.712075 65.740419 -70.2 10.860939 -20.0
7 22.659999 9.779197 56.742332 -69.6 11.038116 -30.0
8 24.707924 14.357587 56.742332 -67.0 16.340135 -30.0
9 26.450442 16.153971 65.769519 -65.0 18.411953 -20.0
10 24.986792 14.641599 65.769519 -66.8 16.666133 -20.0
11 22.323429 14.144343 65.751957 -69.7 15.965901 -20.0
12 28.404356 15.321766 65.751957 -62.9 17.623564 -20.0
13 27.824893 14.630457 86.39141 -63.54 17.928424 26
14 28.122393 12.65578 74.643892 -63.4 14.779716 -10.0
15 29.183909 14.974223 65.77941 -61.9 17.30289 -20.0
16 33.7512 16.623771 65.77941 -56.4 19.158288 -20.0
17 43.384133 19.06209 74.64563 -45.4 21.882413 -10.0
18 46.85632 18.807098 74.785392 -41.3 21.337994 -10.0
19 55.520796 16.333847 86.39141 -30.88 19.285891 26
20 60.374106 14.687371 86.39141 -24.8 18.96734 26
