gen mean_fit std_fit max_fit
2 24.747686 37.614118 92.394865
3 30.019871 38.913279 92.394865
4 37.421122 39.944348 92.394865
5 41.650388 40.494865 92.394865
6 43.763215 39.743174 92.394865
7 49.626229 38.885267 92.394865
8 52.617237 37.237116 92.394865
9 56.299543 35.8861 92.394865
10 65.112056 32.338525 92.394865
11 71.3923 28.847533 92.394865
12 74.728516 28.26454 92.394865
13 80.850864 21.777431 92.394865
14 86.205924 15.199452 92.394865
15 86.608647 16.555226 92.394865
16 87.044268 14.957626 92.394865
17 88.579336 11.017244 92.883229
18 88.219803 14.128383 92.883229
19 86.144016 19.603156 92.883229
20 88.473418 13.113796 93.559465
