gen mean_fit std_fit max_fit
2 13.654107 30.785375 90.869013
3 19.191734 34.149766 91.741106
4 27.066438 38.530461 92.394865
5 34.860592 40.432724 92.394865
6 43.632235 41.523967 92.394865
7 52.377229 40.937529 92.394865
8 61.977183 38.114075 92.394865
9 68.204299 35.281048 92.394865
10 77.139605 28.671377 92.575982
11 84.795318 18.85345 93.183246
12 90.395011 7.93644 93.389516
13 90.806701 7.749846 94.522788
14 88.376674 16.060435 94.522788
15 88.929566 15.785764 94.642788
16 90.504599 10.139156 94.642788
17 91.085749 9.74365 94.642788
18 86.164632 22.650337 94.642788
19 89.064405 15.956253 94.642788
20 89.657971 15.607318 94.642788
