gen mean_fit std_fit max_fit
2 44.504749 31.360735 89.183414
3 61.871542 23.483351 89.183414
4 65.05076 29.067743 89.718708
5 64.46547 35.886844 89.718708
6 77.723392 26.164313 90.201683
7 80.268909 24.215534 90.201683
8 86.256674 13.49015 90.261683
9 89.934201 0.457572 90.266695
10 90.185484 0.211756 90.266695
11 89.910179 0.749056 90.266695
12 89.922428 0.73851 90.266695
13 90.003142 0.66574 90.266695
14 89.969556 0.685202 90.266695
15 89.827793 0.841215 90.266695
16 89.920218 0.784887 90.266695
17 89.893319 0.754144 90.266695
18 89.919044 0.799513 90.266695
19 89.944696 0.712913 90.266695
20 89.926308 0.728558 90.266695
