gen mean_fit std_fit max_fit
2 42.80062 42.75583 93.147511
3 66.698884 37.532852 93.147511
4 73.732307 36.172838 93.147511
5 77.589945 33.391578 93.147511
6 82.763162 28.009328 93.147511
7 90.369328 14.568453 93.147511
8 92.805995 0.411465 93.147511
9 92.676352 2.875939 93.147511
10 93.017615 0.328269 93.147511
11 92.992593 0.355979 93.147511
12 92.999697 0.348428 93.494823
