gen mean_fit std_fit max_fit
2 36.000673 27.092624 87.050607
3 48.246118 23.454145 87.050607
4 56.574628 19.71573 88.832892
5 63.125572 21.572534 88.932976
6 69.142295 19.991775 89.171732
7 72.096888 19.516352 89.176695
8 81.660636 9.825945 89.176695
9 81.601011 14.543609 89.181683
10 85.073677 8.823789 89.181683
11 87.481977 4.84697 89.236695
12 88.745762 1.933106 89.296695
13 88.002968 4.849067 89.296695
14 88.85118 2.878371 89.351732
15 88.691917 3.234975 89.356695
16 88.65098 3.252615 89.356695
17 89.301532 0.143183 89.356695
18 88.991849 1.887299 89.361683
19 89.277383 0.491204 89.361683
20 89.36121 0.021016 89.421683
