gen mean_fit std_fit max_fit
2 7.954243 19.106042 57.433561
3 15.39196 21.542674 58.743229
4 25.170184 23.487899 58.743229
5 39.994851 20.545558 58.743229
6 54.958541 9.031296 62.054823
7 55.770668 12.95323 62.054823
8 55.421292 14.001282 62.594823
9 55.390277 15.994007 68.668354
10 54.469627 19.134215 68.668354
11 57.9706 15.656097 68.668354
12 54.876314 20.637768 68.668354
13 55.028788 20.661298 68.668354
14 54.64441 21.384903 68.668354
15 57.795332 17.411333 68.668354
16 57.54456 19.011629 68.668354
17 64.607657 6.714588 68.668354
18 65.661993 6.831304 68.668354
19 66.923354 6.357877 68.668354
20 66.364006 9.048704 68.668354
