gen mean_fit std_fit max_fit
2 33.431727 35.285357 88.85699
3 48.397526 30.602594 88.85699
4 59.492598 20.37338 88.85699
5 66.831719 19.746893 88.888142
6 71.86934 20.646048 88.943414
7 73.203306 22.965779 89.109362
8 79.715905 17.235526 89.109362
9 81.621654 16.677755 89.109362
10 86.392398 6.407703 89.123414
11 87.183952 4.510519 89.241683
12 87.01916 7.210593 89.246695
13 87.218742 7.344089 89.246695
14 87.161667 5.942594 89.246695
15 87.237869 7.737006 89.246695
16 87.223196 9.121366 89.366695
17 87.209955 9.897843 89.366695
18 87.940214 5.529714 89.366695
19 88.736066 2.973333 89.466794
20 89.268964 0.087494 89.466794
