gen mean_fit std_fit max_fit
2 54.91389 29.875043 86.192892
3 69.268591 18.005821 86.372892
4 71.42398 19.193392 86.612892
5 75.867047 16.01764 86.612892
6 82.991433 8.931705 87.152892
7 85.734704 4.643729 87.212892
8 85.960922 2.878091 87.272892
9 86.193403 3.182775 87.272892
10 86.598877 2.596658 87.272892
11 87.078492 0.199128 87.272892
12 87.143772 0.181205 87.272892
13 87.171132 0.17443 87.272892
14 87.153372 0.216199 87.272892
15 87.153052 0.298803 87.272892
16 87.163932 0.202993 87.272892
17 87.176412 0.187122 87.272892
18 87.179772 0.198266 87.272892
19 87.177852 0.197499 87.272892
20 87.178332 0.190836 87.272892
